LapNumber,DriverNumber,Team,LapTime,Sector1Time,Sector2Time,Sector3Time,SpeedAvg,ThrottleAvg,BrakeAvg,Year,Circuit,CircuitType,SessionType
1.0,31,Alpine,122.501,50.339,46.52,25.642,166.09519064221334,56.48143333220176,0.2326086956521739,2023,Baku,HighSpeed,Race
2.0,31,Alpine,110.023,39.419,45.127,25.477,193.4477196884358,63.203431206479685,0.2602100350058343,2023,Baku,HighSpeed,Race
3.0,31,Alpine,109.485,39.217,44.969,25.299,194.49040163389589,61.97020907010957,0.2764920828258221,2023,Baku,HighSpeed,Race
4.0,31,Alpine,109.023,39.084,44.549,25.39,198.13225949898077,64.84460987748092,0.2434052757793765,2023,Baku,HighSpeed,Race
5.0,31,Alpine,109.005,39.004,44.712,25.289,195.20834052758244,63.57528150209229,0.2566585956416465,2023,Baku,HighSpeed,Race
6.0,31,Alpine,109.117,39.193,44.641,25.283,194.6122527778089,62.89644417356583,0.2518610421836228,2023,Baku,HighSpeed,Race
7.0,31,Alpine,108.571,38.773,44.431,25.367,196.8985181263651,64.5997408253902,0.2540272614622057,2023,Baku,HighSpeed,Race
8.0,31,Alpine,109.196,39.011,44.755,25.43,196.84574622377687,63.36023805845948,0.25,2023,Baku,HighSpeed,Race
9.0,31,Alpine,109.081,39.066,44.64,25.375,195.01089535923492,63.49601405139085,0.265179677819083,2023,Baku,HighSpeed,Race
10.0,31,Alpine,115.103,39.752,44.302,31.049,183.63935881761665,56.44734984971172,0.3064516129032258,2023,Baku,HighSpeed,Race
11.0,31,Alpine,150.006,53.769,59.155,37.082,142.86292704581965,37.994387898793015,0.1551724137931034,2023,Baku,HighSpeed,Race
12.0,31,Alpine,144.487,48.214,61.118,35.155,148.30533665827278,40.46440878218749,0.216696269982238,2023,Baku,HighSpeed,Race
13.0,31,Alpine,156.58,56.341,61.923,38.316,138.0641516703175,36.25118533095871,0.2158154859967051,2023,Baku,HighSpeed,Race
14.0,31,Alpine,111.269,41.335,44.535,25.399,195.2624074248848,63.44149546380687,0.2661955241460542,2023,Baku,HighSpeed,Race
15.0,31,Alpine,108.156,38.923,43.811,25.422,197.4447535515201,63.86004665279597,0.2586826347305389,2023,Baku,HighSpeed,Race
16.0,31,Alpine,107.633,38.289,43.857,25.487,198.48293988266303,65.17797087159622,0.2391048292108362,2023,Baku,HighSpeed,Race
17.0,31,Alpine,107.681,38.285,43.837,25.559,199.41682400018612,66.2828272181927,0.2401433691756272,2023,Baku,HighSpeed,Race
18.0,31,Alpine,107.454,38.228,43.744,25.482,200.0154682791911,66.92967750683758,0.2389705882352941,2023,Baku,HighSpeed,Race
19.0,31,Alpine,107.656,38.262,43.805,25.589,198.57994761420449,66.08583232866229,0.236144578313253,2023,Baku,HighSpeed,Race
20.0,31,Alpine,107.586,38.283,43.648,25.655,197.92626598186425,65.47666686075195,0.2406287787182587,2023,Baku,HighSpeed,Race
21.0,31,Alpine,107.553,38.247,43.674,25.632,198.9168433231263,66.7943769958824,0.2117930204572803,2023,Baku,HighSpeed,Race
22.0,31,Alpine,108.172,38.227,44.35,25.595,197.90037153821007,66.72109259777146,0.2344322344322344,2023,Baku,HighSpeed,Race
23.0,31,Alpine,108.978,39.444,43.915,25.619,197.3544026461827,65.8429563322023,0.244798041615667,2023,Baku,HighSpeed,Race
24.0,31,Alpine,107.88,38.427,43.769,25.684,199.65037562812023,66.78357617225292,0.2278787878787878,2023,Baku,HighSpeed,Race
25.0,31,Alpine,108.055,38.497,43.945,25.613,197.4574663411622,66.6283922692939,0.2375152253349573,2023,Baku,HighSpeed,Race
26.0,31,Alpine,107.604,38.143,43.806,25.655,198.43546882057888,66.27199594225553,0.2387332521315469,2023,Baku,HighSpeed,Race
27.0,31,Alpine,107.782,38.286,43.845,25.651,200.3742943959063,68.29718570495706,0.2222222222222222,2023,Baku,HighSpeed,Race
28.0,31,Alpine,107.665,38.233,43.805,25.627,197.99431522521564,66.9448092834582,0.2254545454545454,2023,Baku,HighSpeed,Race
29.0,31,Alpine,107.834,38.412,43.781,25.641,198.45714538242925,66.7068779642566,0.2322738386308068,2023,Baku,HighSpeed,Race
30.0,31,Alpine,107.451,38.193,43.608,25.65,198.63542510385136,67.34932974632329,0.2318125770653514,2023,Baku,HighSpeed,Race
31.0,31,Alpine,107.324,38.133,43.595,25.596,197.77579522000627,67.65234044020052,0.2216624685138539,2023,Baku,HighSpeed,Race
32.0,31,Alpine,107.232,37.996,43.607,25.629,200.0512950189445,66.87186099895213,0.2204234122042341,2023,Baku,HighSpeed,Race
33.0,31,Alpine,107.09,38.064,43.491,25.535,199.1916497406365,68.11141817126037,0.2321867321867322,2023,Baku,HighSpeed,Race
34.0,31,Alpine,107.074,37.874,43.602,25.598,199.28035867122972,66.57049765250234,0.2389162561576354,2023,Baku,HighSpeed,Race
35.0,31,Alpine,107.028,38.006,43.513,25.509,200.4910932088361,66.9623357789469,0.2317073170731707,2023,Baku,HighSpeed,Race
36.0,31,Alpine,107.293,38.156,43.555,25.582,199.0828308142429,66.86363034070247,0.2397003745318352,2023,Baku,HighSpeed,Race
37.0,31,Alpine,106.719,37.849,43.328,25.542,200.23269750450268,66.95845272290366,0.2376237623762376,2023,Baku,HighSpeed,Race
38.0,31,Alpine,106.607,37.757,43.268,25.582,200.30905944465556,67.10289596174906,0.2386780905752754,2023,Baku,HighSpeed,Race
39.0,31,Alpine,106.897,37.882,43.428,25.587,199.66587563134945,67.81421426081143,0.21875,2023,Baku,HighSpeed,Race
40.0,31,Alpine,106.893,37.991,43.335,25.567,201.4563269753078,68.11654554643526,0.2249690976514215,2023,Baku,HighSpeed,Race
41.0,31,Alpine,106.826,37.906,43.399,25.521,200.67916191902967,67.48956679565273,0.2231604342581423,2023,Baku,HighSpeed,Race
42.0,31,Alpine,106.7,37.859,43.259,25.582,199.87308575541437,66.86327764977445,0.2216687422166874,2023,Baku,HighSpeed,Race
43.0,31,Alpine,106.784,37.785,43.425,25.574,199.47557229710668,66.4020742004545,0.2435424354243542,2023,Baku,HighSpeed,Race
44.0,31,Alpine,106.669,37.906,43.249,25.514,199.7892858828704,66.36639019071117,0.2290362953692115,2023,Baku,HighSpeed,Race
45.0,31,Alpine,106.871,37.852,43.478,25.541,199.56349728065425,66.21770119649,0.2264851485148515,2023,Baku,HighSpeed,Race
46.0,31,Alpine,106.606,37.858,43.262,25.486,201.32119074462764,67.8024599704554,0.2202970297029703,2023,Baku,HighSpeed,Race
47.0,31,Alpine,106.527,37.775,43.268,25.484,199.8699220639864,67.28678508216474,0.2267156862745098,2023,Baku,HighSpeed,Race
48.0,31,Alpine,106.414,37.758,43.179,25.477,201.72253675483552,66.14281597880039,0.23625,2023,Baku,HighSpeed,Race
49.0,31,Alpine,105.908,37.405,43.093,25.41,202.76168377847827,68.64667288618953,0.2111959287531806,2023,Baku,HighSpeed,Race
50.0,31,Alpine,110.932,37.91,43.387,29.635,192.1800386576224,62.39536346445912,0.2575210589651023,2023,Baku,HighSpeed,Race
51.0,31,Alpine,121.249,53.727,42.22,25.302,178.22813262357937,65.36270851675187,0.2149732620320855,2023,Baku,HighSpeed,Race
1.0,4,McLaren,115.413,45.41799999999999,44.319,25.676,183.11169385577176,59.05927040723883,0.2549019607843137,2023,Baku,HighSpeed,Race
2.0,4,McLaren,108.739,39.036,44.081,25.622,196.63194640373908,61.45718154926365,0.2312206572769953,2023,Baku,HighSpeed,Race
3.0,4,McLaren,108.094,38.463,43.906,25.725,198.83685873821665,63.37002402070329,0.2,2023,Baku,HighSpeed,Race
4.0,4,McLaren,108.096,38.536,43.961,25.599,200.11378471083276,63.28868503304803,0.2127139364303178,2023,Baku,HighSpeed,Race
5.0,4,McLaren,108.08,38.421,43.998,25.661,196.24124672395223,62.41836340476932,0.2243667068757539,2023,Baku,HighSpeed,Race
6.0,4,McLaren,108.216,38.509,43.997,25.71,199.0224185949532,63.41471491361909,0.21375,2023,Baku,HighSpeed,Race
7.0,4,McLaren,108.248,38.482,44.06,25.706,198.7145763683017,62.86901298025694,0.2322097378277153,2023,Baku,HighSpeed,Race
8.0,4,McLaren,108.336,38.588,43.942,25.806,196.003376051952,63.2128289749462,0.211340206185567,2023,Baku,HighSpeed,Race
9.0,4,McLaren,112.343,38.789,44.067,29.487,190.68563325187296,60.50669552794521,0.2484848484848484,2023,Baku,HighSpeed,Race
10.0,4,McLaren,135.72,55.55,44.298,35.872,156.99398344579475,50.36844719966402,0.283625730994152,2023,Baku,HighSpeed,Race
11.0,4,McLaren,147.163,50.754,57.988,38.421,146.14443676215825,31.35135759682941,0.2204724409448819,2023,Baku,HighSpeed,Race
12.0,4,McLaren,140.862,44.961,62.421,33.48,152.83878592048032,33.08388392774876,0.2009132420091324,2023,Baku,HighSpeed,Race
13.0,4,McLaren,153.34699999999998,55.375,61.434,36.538,141.08206222407665,33.65563873368303,0.2213804713804713,2023,Baku,HighSpeed,Race
14.0,4,McLaren,111.811,42.049,44.233,25.529,194.4813401280202,60.13295657938177,0.2587822014051522,2023,Baku,HighSpeed,Race
15.0,4,McLaren,108.489,39.149,43.838,25.502,196.64918337701067,61.22347600592885,0.2326139088729016,2023,Baku,HighSpeed,Race
16.0,4,McLaren,107.832,38.589,43.909,25.334,197.99455615801207,61.248614396783736,0.2321219226260258,2023,Baku,HighSpeed,Race
17.0,4,McLaren,107.967,38.611,43.869,25.487,198.79106737244248,61.20369604696671,0.2267303102625298,2023,Baku,HighSpeed,Race
18.0,4,McLaren,107.516,38.347,43.741,25.428,199.80175192548344,63.1107066656119,0.2325581395348837,2023,Baku,HighSpeed,Race
19.0,4,McLaren,107.354,38.23,43.705,25.419,199.09489000673656,63.28068310787239,0.216183574879227,2023,Baku,HighSpeed,Race
20.0,4,McLaren,107.343,38.333,43.846,25.164,199.3511247606739,62.048021056133024,0.2406287787182587,2023,Baku,HighSpeed,Race
21.0,4,McLaren,108.366,38.864,44.051,25.451,196.2476778022784,60.89061932196809,0.2395209580838323,2023,Baku,HighSpeed,Race
22.0,4,McLaren,107.676,38.376,43.9,25.4,197.9849981182703,61.38849120774245,0.2252141982864137,2023,Baku,HighSpeed,Race
23.0,4,McLaren,108.343,38.824,44.243,25.276,197.4217196411656,60.27950335752832,0.2419753086419753,2023,Baku,HighSpeed,Race
24.0,4,McLaren,108.318,38.686,44.261,25.371,198.8488037638822,60.60038667037141,0.2298435619735258,2023,Baku,HighSpeed,Race
25.0,4,McLaren,107.782,38.329,44.137,25.316,196.96392671350688,60.6184058882236,0.2392638036809816,2023,Baku,HighSpeed,Race
26.0,4,McLaren,107.882,38.453,44.051,25.378,198.14162650290277,60.18926994123384,0.2324455205811138,2023,Baku,HighSpeed,Race
27.0,4,McLaren,108.021,38.223,44.562,25.236,199.07934059216416,62.46359804601731,0.2337662337662337,2023,Baku,HighSpeed,Race
28.0,4,McLaren,107.994,38.66,43.973,25.361,197.3477962336933,60.84195852639344,0.2448484848484848,2023,Baku,HighSpeed,Race
29.0,4,McLaren,107.445,38.357,43.755,25.333,199.3633629366859,62.012258107862856,0.2399020807833537,2023,Baku,HighSpeed,Race
30.0,4,McLaren,107.449,38.224,43.88,25.345,197.7896153151209,61.65241806037068,0.2348578491965389,2023,Baku,HighSpeed,Race
31.0,4,McLaren,107.388,38.251,43.766,25.371,196.70586018762964,61.4338497809426,0.2248743718592964,2023,Baku,HighSpeed,Race
32.0,4,McLaren,107.17,38.122,43.668,25.38,200.5740508096213,62.550464628307765,0.2244389027431421,2023,Baku,HighSpeed,Race
33.0,4,McLaren,107.241,38.168,43.805,25.268,198.16568604166196,62.5649676956812,0.2396088019559902,2023,Baku,HighSpeed,Race
34.0,4,McLaren,107.1,38.193,43.616,25.291,200.95396575886147,62.49682732385625,0.2281134401972873,2023,Baku,HighSpeed,Race
35.0,4,McLaren,106.741,37.85,43.631,25.26,201.01017924661824,62.454744728940135,0.2444987775061124,2023,Baku,HighSpeed,Race
36.0,4,McLaren,107.354,38.325,43.748,25.281,199.2794002393419,62.462553445403856,0.2334581772784019,2023,Baku,HighSpeed,Race
37.0,4,McLaren,106.896,38.054,43.584,25.258,199.86902145248737,61.84587614238646,0.2530864197530864,2023,Baku,HighSpeed,Race
38.0,4,McLaren,106.685,37.97,43.413,25.302,200.23318798126357,62.9302518417955,0.221813725490196,2023,Baku,HighSpeed,Race
39.0,4,McLaren,106.898,38.114,43.515,25.269,198.3870470706829,62.09202888261522,0.23125,2023,Baku,HighSpeed,Race
40.0,4,McLaren,106.937,38.089,43.608,25.24,200.92524812979232,63.009473722016295,0.215080346106304,2023,Baku,HighSpeed,Race
41.0,4,McLaren,106.863,37.9,43.681,25.282,199.601415385196,62.92123560258112,0.2249093107617896,2023,Baku,HighSpeed,Race
42.0,4,McLaren,106.641,37.919,43.464,25.258,200.92062416813923,63.127116776623296,0.228287841191067,2023,Baku,HighSpeed,Race
43.0,4,McLaren,106.932,38.18,43.656,25.096,200.29470687245345,61.69475644108412,0.2429099876695437,2023,Baku,HighSpeed,Race
44.0,4,McLaren,107.27,38.558,43.575,25.137,199.2022432875392,63.25315805626501,0.2360248447204969,2023,Baku,HighSpeed,Race
45.0,4,McLaren,107.741,38.226,43.941,25.574,199.06433609160035,62.97609092159775,0.2267156862745098,2023,Baku,HighSpeed,Race
46.0,4,McLaren,106.134,37.773,42.928,25.433,200.32299696553304,64.58716348260482,0.1982543640897755,2023,Baku,HighSpeed,Race
47.0,4,McLaren,106.188,37.544,43.241,25.403,199.5303893221092,64.17878848885213,0.2156862745098039,2023,Baku,HighSpeed,Race
48.0,4,McLaren,106.197,37.85,42.907,25.44,203.48624266545485,65.32634542773758,0.2077596996245306,2023,Baku,HighSpeed,Race
49.0,4,McLaren,105.738,37.591,42.771,25.376,203.14334287527524,64.60896142500745,0.2023047375160051,2023,Baku,HighSpeed,Race
50.0,4,McLaren,106.056,37.608,43.108,25.34,201.4627914073688,63.51849862232344,0.2205513784461152,2023,Baku,HighSpeed,Race
51.0,4,McLaren,106.397,37.71,43.187,25.5,203.14835670309665,64.69647571314938,0.2252141982864137,2023,Baku,HighSpeed,Race
1.0,44,Mercedes,113.406,43.75800000000001,43.889,25.759,186.15974097370557,63.13126870648433,0.234192037470726,2023,Baku,HighSpeed,Race
2.0,44,Mercedes,108.165,38.632,43.752,25.781,196.62790078624505,65.18986250602688,0.2125147579693034,2023,Baku,HighSpeed,Race
3.0,44,Mercedes,107.602,38.197,43.76,25.645,199.73593895767573,66.72310888397526,0.2211180124223602,2023,Baku,HighSpeed,Race
4.0,44,Mercedes,107.76,38.228,43.985,25.547,197.49209384709863,64.48943178302001,0.2142857142857142,2023,Baku,HighSpeed,Race
5.0,44,Mercedes,107.791,38.273,44.095,25.423,197.34422772001213,63.3745977551489,0.2171290711700844,2023,Baku,HighSpeed,Race
6.0,44,Mercedes,107.916,38.45,43.865,25.601,197.3421384712429,63.119504374321856,0.215980024968789,2023,Baku,HighSpeed,Race
7.0,44,Mercedes,107.816,38.36,43.769,25.687,200.07380387246184,65.76403220256599,0.2085427135678391,2023,Baku,HighSpeed,Race
8.0,44,Mercedes,107.929,38.502,43.647,25.78,199.1507264919151,66.46102298203928,0.2164948453608247,2023,Baku,HighSpeed,Race
9.0,44,Mercedes,113.178,39.468,44.028,29.682,189.71125494113,64.51477867329037,0.2439613526570048,2023,Baku,HighSpeed,Race
10.0,44,Mercedes,131.469,55.115,44.809,31.545,161.2306227478769,53.10212992205295,0.3011077542799597,2023,Baku,HighSpeed,Race
11.0,44,Mercedes,149.985,53.969,58.99,37.026,142.92538059630948,32.6378473433749,0.2472006890611541,2023,Baku,HighSpeed,Race
12.0,44,Mercedes,145.161,48.664,60.866,35.631,148.90186360068373,34.795779028168816,0.2411660777385159,2023,Baku,HighSpeed,Race
13.0,44,Mercedes,154.397,55.672,61.223,37.502,139.7609091711304,36.22436228186235,0.2836820083682008,2023,Baku,HighSpeed,Race
14.0,44,Mercedes,109.877,40.368,44.316,25.193,197.1565662322004,62.65364549463765,0.2511961722488038,2023,Baku,HighSpeed,Race
15.0,44,Mercedes,107.259,38.419,43.547,25.293,200.8926621620808,65.37973039117406,0.2190132370637786,2023,Baku,HighSpeed,Race
16.0,44,Mercedes,106.709,38.134,43.463,25.112,201.5064915154187,64.95125234322431,0.211217183770883,2023,Baku,HighSpeed,Race
17.0,44,Mercedes,107.383,38.365,43.788,25.23,200.59814414747265,62.26489688718921,0.229940119760479,2023,Baku,HighSpeed,Race
18.0,44,Mercedes,107.204,38.311,43.556,25.337,200.49594863789676,62.96516576163048,0.241126070991432,2023,Baku,HighSpeed,Race
19.0,44,Mercedes,106.747,38.199,43.463,25.085,200.81360775878892,63.93937163660743,0.222898903775883,2023,Baku,HighSpeed,Race
20.0,44,Mercedes,106.734,37.842,43.482,25.41,201.1677384633141,65.1435136175235,0.2102065613608748,2023,Baku,HighSpeed,Race
21.0,44,Mercedes,106.809,37.928,43.555,25.326,201.20871193782423,63.78628150653199,0.2222222222222222,2023,Baku,HighSpeed,Race
22.0,44,Mercedes,106.8,38.06,43.389,25.351,200.6876987855273,63.74386183201447,0.214987714987715,2023,Baku,HighSpeed,Race
23.0,44,Mercedes,106.678,38.154,43.357,25.167,201.09747168360263,66.13011662770741,0.1989987484355444,2023,Baku,HighSpeed,Race
24.0,44,Mercedes,106.628,37.785,43.554,25.289,202.27667821583623,65.07792095505175,0.2226322263222632,2023,Baku,HighSpeed,Race
25.0,44,Mercedes,107.177,38.092,43.769,25.316,200.9708534708245,63.12315146576135,0.2216808769792935,2023,Baku,HighSpeed,Race
26.0,44,Mercedes,108.001,38.616,43.918,25.467,198.83602616319757,62.43765292026728,0.2163814180929095,2023,Baku,HighSpeed,Race
27.0,44,Mercedes,106.728,38.016,43.292,25.42,200.44293480434052,65.33832041872795,0.2019115890083632,2023,Baku,HighSpeed,Race
28.0,44,Mercedes,106.904,37.992,43.474,25.438,200.4952809153036,64.64647676645554,0.2216867469879518,2023,Baku,HighSpeed,Race
29.0,44,Mercedes,106.611,37.785,43.393,25.433,203.3050844703777,66.50446713092133,0.2025,2023,Baku,HighSpeed,Race
30.0,44,Mercedes,106.689,37.877,43.378,25.434,197.8218191054624,62.30689306344156,0.2133168927250308,2023,Baku,HighSpeed,Race
31.0,44,Mercedes,106.558,37.821,43.411,25.326,201.75243855671164,64.98651149874496,0.2075949367088607,2023,Baku,HighSpeed,Race
32.0,44,Mercedes,106.583,37.8,43.363,25.42,202.00637333813225,65.27639551120232,0.2068527918781726,2023,Baku,HighSpeed,Race
33.0,44,Mercedes,106.218,37.76,43.112,25.346,200.47743097430083,64.69633536891007,0.1925925925925926,2023,Baku,HighSpeed,Race
34.0,44,Mercedes,106.27,37.678,43.244,25.348,202.31441737193663,65.70083422871642,0.1962962962962963,2023,Baku,HighSpeed,Race
35.0,44,Mercedes,105.834,37.629,43.076,25.129,202.90060784673528,64.55977253057318,0.2267657992565055,2023,Baku,HighSpeed,Race
36.0,44,Mercedes,106.206,37.797,43.343,25.066,199.25248413617743,64.24384919424762,0.2238993710691824,2023,Baku,HighSpeed,Race
37.0,44,Mercedes,106.29,37.735,43.359,25.196,200.2851622796355,64.71506511023388,0.2372670807453416,2023,Baku,HighSpeed,Race
38.0,44,Mercedes,106.106,37.686,43.123,25.297,203.20473785133984,65.17836674321204,0.2105263157894736,2023,Baku,HighSpeed,Race
39.0,44,Mercedes,105.833,37.456,43.183,25.194,201.6908779690243,65.22788568380771,0.2196969696969697,2023,Baku,HighSpeed,Race
40.0,44,Mercedes,106.284,37.947,43.194,25.143,201.73088099081232,66.33140067100987,0.2167919799498746,2023,Baku,HighSpeed,Race
41.0,44,Mercedes,106.731,37.926,43.592,25.213,202.3834985819011,66.56120526756901,0.211864406779661,2023,Baku,HighSpeed,Race
42.0,44,Mercedes,106.206,37.789,43.227,25.19,202.77373943515067,65.52667655775753,0.2077114427860696,2023,Baku,HighSpeed,Race
43.0,44,Mercedes,105.714,37.459,43.125,25.13,202.5408057670095,63.932745625512695,0.2254047322540473,2023,Baku,HighSpeed,Race
44.0,44,Mercedes,105.54,37.377,43.007,25.156,201.24467570156727,65.76740155400533,0.21625,2023,Baku,HighSpeed,Race
45.0,44,Mercedes,105.571,37.379,43.106,25.086,204.5803854469879,65.23239517683756,0.2139240506329114,2023,Baku,HighSpeed,Race
46.0,44,Mercedes,105.951,37.581,43.131,25.239,203.84095833771957,66.27995118918832,0.2201492537313432,2023,Baku,HighSpeed,Race
47.0,44,Mercedes,105.583,37.324,42.966,25.293,204.70552094386468,66.63858545045011,0.2091584158415841,2023,Baku,HighSpeed,Race
48.0,44,Mercedes,105.346,37.24,42.81,25.296,203.3934459362177,66.48104487755214,0.2128463476070529,2023,Baku,HighSpeed,Race
49.0,44,Mercedes,105.439,37.378,42.837,25.224,205.82150975305825,67.37101860647017,0.2104591836734693,2023,Baku,HighSpeed,Race
50.0,44,Mercedes,105.385,37.189,42.998,25.198,205.2516589985604,68.01385829334374,0.2035623409669211,2023,Baku,HighSpeed,Race
51.0,44,Mercedes,105.42,37.116,43.229,25.075,205.3580236573874,66.66046370183025,0.2044887780548628,2023,Baku,HighSpeed,Race
1.0,55,Ferrari,112.645,43.205,43.87,25.57,186.72698060946792,62.41690464524295,0.2555948174322732,2023,Baku,HighSpeed,Race
2.0,55,Ferrari,107.774,38.547,43.735,25.492,197.82527594443468,65.65146295485982,0.2203791469194312,2023,Baku,HighSpeed,Race
3.0,55,Ferrari,107.928,38.428,44.0,25.5,199.3180636090672,66.21823453219483,0.224009900990099,2023,Baku,HighSpeed,Race
4.0,55,Ferrari,107.898,38.277,44.063,25.558,197.70119832857867,66.9784456879603,0.2066420664206642,2023,Baku,HighSpeed,Race
5.0,55,Ferrari,107.877,38.313,44.038,25.526,196.7654639151603,65.40212030282999,0.2222222222222222,2023,Baku,HighSpeed,Race
6.0,55,Ferrari,107.649,38.281,43.782,25.586,196.9847854931408,65.94878562866096,0.2127659574468085,2023,Baku,HighSpeed,Race
7.0,55,Ferrari,107.262,37.912,43.773,25.577,201.4888725844433,66.65356313514376,0.2213836477987421,2023,Baku,HighSpeed,Race
8.0,55,Ferrari,107.591,38.159,43.785,25.647,198.13863314830925,65.82304308043236,0.2223667100130039,2023,Baku,HighSpeed,Race
9.0,55,Ferrari,107.803,38.232,43.933,25.638,201.19030755416432,66.25367902900192,0.2262958280657395,2023,Baku,HighSpeed,Race
10.0,55,Ferrari,107.412,38.123,43.745,25.544,198.41503087954376,66.97494897844845,0.2146401985111662,2023,Baku,HighSpeed,Race
11.0,55,Ferrari,150.049,48.133,58.356,43.56,142.4962349522833,36.22062712814376,0.3011216566005177,2023,Baku,HighSpeed,Race
12.0,55,Ferrari,165.763,67.36,61.104,37.299,130.51958441971698,41.82024284670724,0.26066718386346,2023,Baku,HighSpeed,Race
13.0,55,Ferrari,163.519,56.446,65.818,41.255,131.2581607283187,37.29882493302564,0.3217665615141956,2023,Baku,HighSpeed,Race
14.0,55,Ferrari,109.508,40.478,43.894,25.136,196.96153407562045,62.625292717333565,0.2800480769230769,2023,Baku,HighSpeed,Race
15.0,55,Ferrari,107.279,38.574,43.498,25.207,201.5855473167521,65.85805787288697,0.2535885167464115,2023,Baku,HighSpeed,Race
16.0,55,Ferrari,106.75,38.012,43.411,25.327,201.86353483481088,66.30849011563437,0.2129186602870813,2023,Baku,HighSpeed,Race
17.0,55,Ferrari,107.353,38.261,43.716,25.376,198.78199670454308,65.70577670021186,0.2283653846153846,2023,Baku,HighSpeed,Race
18.0,55,Ferrari,106.971,38.016,43.729,25.226,200.50944202075672,65.50416769260556,0.2195121951219512,2023,Baku,HighSpeed,Race
19.0,55,Ferrari,106.956,37.952,43.597,25.407,200.0041069485193,66.47518757306779,0.2180267965895249,2023,Baku,HighSpeed,Race
20.0,55,Ferrari,107.237,37.984,43.905,25.348,199.74674040977015,66.23921051910717,0.2169696969696969,2023,Baku,HighSpeed,Race
21.0,55,Ferrari,106.901,37.912,43.658,25.331,200.3641093313688,65.96172341941784,0.2311435523114355,2023,Baku,HighSpeed,Race
22.0,55,Ferrari,106.918,37.858,43.622,25.438,200.3780337698434,66.86137031432656,0.2147239263803681,2023,Baku,HighSpeed,Race
23.0,55,Ferrari,107.088,38.043,43.54,25.505,200.0812062037105,67.6168535845233,0.24,2023,Baku,HighSpeed,Race
24.0,55,Ferrari,106.56,37.721,43.496,25.343,201.6982580185997,66.8800070774632,0.2226322263222632,2023,Baku,HighSpeed,Race
25.0,55,Ferrari,106.963,38.055,43.465,25.443,201.37665016365048,66.5969114501859,0.2341463414634146,2023,Baku,HighSpeed,Race
26.0,55,Ferrari,107.292,38.228,43.577,25.487,199.8168605702892,66.2940372967004,0.2192118226600985,2023,Baku,HighSpeed,Race
27.0,55,Ferrari,106.915,37.839,43.575,25.501,200.61857307513932,67.56371472064191,0.2181168057210965,2023,Baku,HighSpeed,Race
28.0,55,Ferrari,106.689,37.866,43.335,25.488,199.66627506357,66.73411999333479,0.2041062801932367,2023,Baku,HighSpeed,Race
29.0,55,Ferrari,106.743,37.808,43.408,25.527,201.4420250127044,66.45055887586645,0.219573400250941,2023,Baku,HighSpeed,Race
30.0,55,Ferrari,106.619,37.787,43.289,25.543,198.0462895764978,66.64174972569415,0.211042944785276,2023,Baku,HighSpeed,Race
31.0,55,Ferrari,106.801,37.943,43.413,25.445,201.23647741024,66.98510133488612,0.2133838383838383,2023,Baku,HighSpeed,Race
32.0,55,Ferrari,106.545,37.768,43.267,25.51,201.639056428903,67.61096737067699,0.2253164556962025,2023,Baku,HighSpeed,Race
33.0,55,Ferrari,106.39,37.789,43.151,25.45,200.7745761431886,67.84034348432242,0.2118959107806691,2023,Baku,HighSpeed,Race
34.0,55,Ferrari,106.289,37.703,43.19,25.396,202.6669572419993,68.34060417684431,0.2051597051597051,2023,Baku,HighSpeed,Race
35.0,55,Ferrari,106.37,37.744,43.165,25.461,199.8026623328041,66.00442442511182,0.219059405940594,2023,Baku,HighSpeed,Race
36.0,55,Ferrari,106.318,37.8,43.105,25.413,199.4000619892954,67.68930063758437,0.2092731829573934,2023,Baku,HighSpeed,Race
37.0,55,Ferrari,106.189,37.721,43.062,25.406,199.7278674913292,66.78935407108955,0.2175,2023,Baku,HighSpeed,Race
38.0,55,Ferrari,105.804,37.484,42.859,25.461,203.16518350194968,68.18094267523735,0.2034313725490196,2023,Baku,HighSpeed,Race
39.0,55,Ferrari,106.195,37.548,43.23,25.417,200.41056980466084,67.25515170280227,0.2206809583858764,2023,Baku,HighSpeed,Race
40.0,55,Ferrari,106.527,38.008,43.093,25.426,201.82295075135295,68.1312786907285,0.2075,2023,Baku,HighSpeed,Race
41.0,55,Ferrari,106.594,37.72,43.21,25.664,202.84789093406232,68.50860998580859,0.2082324455205811,2023,Baku,HighSpeed,Race
42.0,55,Ferrari,106.002,37.587,42.945,25.47,202.9720435940889,68.31014223621018,0.2077114427860696,2023,Baku,HighSpeed,Race
43.0,55,Ferrari,105.783,37.491,42.893,25.399,201.82651695711976,67.14496710414237,0.2,2023,Baku,HighSpeed,Race
44.0,55,Ferrari,105.498,37.378,42.758,25.362,201.1959550653249,68.00117770398838,0.1992481203007518,2023,Baku,HighSpeed,Race
45.0,55,Ferrari,105.663,37.504,42.782,25.377,203.62918421400644,67.93101307011892,0.2065906210392902,2023,Baku,HighSpeed,Race
46.0,55,Ferrari,105.507,37.483,42.767,25.257,204.3755034325638,68.1073637183946,0.2225,2023,Baku,HighSpeed,Race
47.0,55,Ferrari,105.608,37.402,42.786,25.42,203.853207402861,68.0727766479735,0.207663782447466,2023,Baku,HighSpeed,Race
48.0,55,Ferrari,105.175,37.327,42.542,25.306,204.00481227773383,67.86081999216584,0.2052896725440806,2023,Baku,HighSpeed,Race
